"id","energy","time","wday","lights","t1","h1","t2","h2","t3","h3","t4","h4","t5","h5","t6","h6","t7","h7","t8","h8","t9","h9","t_out","press","r_out","windspeed","visibility","tdewpoint","r1","r2"
2176,50,"01:50:00","Tue",0,22.6,NA,19.6,41.7,23.3233333333333,38.79,20.5333333333333,38.7,20.1,46.09,5.692,61.178,21.1666666666667,33.7,23.3025,43.6425,20.5,42.7,5.8,746.716666666667,84.8333333333333,7,40,3.38333333333333,49.8690648935735,49.8690648935735
2177,80,"15:20:00","Sat",0,16.89,44.925,16.1333333333333,44.76,17.29,42.53,15.1,44.2,15.39,50.09,8,99.9,15.6,39.79,17.5666666666667,50.5,15,44.29,7.2,770.433333333333,96,4,58.3333333333333,6.56666666666667,18.8908902578987,18.8908902578987
2178,40,"23:50:00","Thu",0,23.6,39.6633333333333,22.79,39.5,21.26,43.06,18.76,44.26,18.73,55.8266666666667,1.5,88.6,18.6,40.9,19.7,48.7233333333333,17.1,45.9333333333333,0.9,749.35,93.6666666666667,8.66666666666667,47.1666666666667,0.05,19.8573966627009,19.8573966627009
2179,40,"02:20:00","Sun",0,21,NA,20.1,41.59,20.79,44.4333333333333,18.3233333333333,43.4666666666667,18,54.345,3.06,97.8666666666667,17,39.7,20.5,51.3877777777778,16.7,48.79,3.73333333333333,754.666666666667,91,4,40,2.33333333333333,7.46505096321926,7.46505096321926
2180,50,"02:00:00","Sun",0,21.1,42,20.2,41.5,20.8233333333333,44.4,18.39,43.3633333333333,18.0777777777778,54.3327777777778,3.46666666666667,98.69,17.0166666666667,39.6572222222222,20.5,51.1105555555556,16.6,48.5,3.6,754.6,91,4,40,2.2,27.2265015053563,27.2265015053563
2181,50,"23:00:00","Thu",0,23.39,40,22.6,39.6633333333333,21.4633333333333,43,18.9266666666667,44.9333333333333,18.89,55.6266666666667,NA,78.3666666666667,18.815,40.3975,19.7,47.2666666666667,17.1,45.5266666666667,1.4,749.6,92,7,23,0.3,23.8094009226188,23.8094009226188
2182,140,"22:00:00","Wed",20,21.39,43.09,21.1666666666667,41.29,20.9266666666667,42.09,19.3233333333333,45.73,20.5944444444444,87.0638888888889,4.69,93.09,20.215,39.3138888888889,23.4572222222222,44.9283333333333,18.8233333333333,41.7,4.8,746.8,95,3,23,4,33.2271942752413,33.2271942752413
2183,30,"09:10:00","Sun",0,18.6,38.36,16.6333333333333,40.53,20.26,38.0633333333333,17.29,37.4,17.6666666666667,52.4666666666667,3.16333333333333,75.4,18,32.56,20.29,43.8333333333333,18,42.09,2.9,746,95,5.16666666666667,20,2.1,14.8178886738606,14.8178886738606
2184,30,"03:10:00","Sat",0,22.2,40.09,21.29,39.59,20.6666666666667,41.76,19.9633333333333,43.29,19.4266666666667,52.1566666666667,0.933333333333333,94.4,18.7,41.7,20.1,49.7,17.89,47.2,1.35,762.216666666667,95.3333333333333,2,37.1666666666667,0.7,3.24502682778984,3.24502682778984
2185,250,"00:00:00","Tue",20,21.29,43.09,20.79,42.5,20.5666666666667,44.5,21.1333333333333,44.7666666666667,17.9144444444444,51.055,10.3666666666667,97.7666666666667,17.79,42.1572222222222,18.7,47.8877777777778,17,47.4333333333333,10.3,764.1,84,4,27,7.7,35.0545357447118,35.0545357447118
2186,50,"16:10:00","Sat",0,22,NA,20.79,42.09,23.39,38.29,20.29,40.73,19.89,52.1266666666667,14.7566666666667,36.6666666666667,21.1,37.06,22.7,40.7,20,42.2,12.95,752.65,73.5,7.66666666666667,40,8.23333333333333,4.68030995689332,4.68030995689332
2187,20,"03:20:00","Fri",0,22,NA,18.4633333333333,39.4,21.6,35.7,21.6666666666667,33,18.73,57.6266666666667,1.66666666666667,68.3633333333333,20.6,28.1,22.5,41,19.89,38.09,1.13333333333333,763.566666666667,91.6666666666667,1.66666666666667,41,-0.0666666666666667,29.659302579239,29.659302579239
2188,50,"13:00:00","Wed",0,19.5,36.8266666666667,16.7,40.06,19.89,37.2,18.79,34.09,17.4725,43.4975,6.43333333333333,48.36,17.89,30.79,19,37.59,17.7,37.5,6.5,744.3,61,9,40,-0.5,23.6920829745941,23.6920829745941
2189,40,"09:50:00","Mon",0,19,35.03,18.1666666666667,35.1333333333333,19.29,35.4333333333333,18.5,33.2,17.2,53.93,1.76666666666667,59.6,19.2,30.93,20.0666666666667,38.59,18.2,37.6333333333333,2.13333333333333,762.95,73.6666666666667,5.83333333333333,28.8333333333333,-2.15,30.1452867803164,30.1452867803164
2190,440,"18:40:00","Sun",0,20.29,39.6333333333333,18.89,39.03,19.89,37.79,18.89,37.09,17.6,46.2,3.03,77.09,18.2,31.4975,21.79,38.9,17.79,37.2,2.8,747.6,90.3333333333333,1.33333333333333,40,1.36666666666667,49.5604959898628,49.5604959898628
2191,30,"00:20:00","Mon",10,19.89,37.7,17.6,39.7,20.1,39.1266666666667,20.2633333333333,37.5666666666667,17.79,66.8933333333333,-0.9,77.4,17.89,31.76,21.5,42.6266666666667,17.5666666666667,37.3266666666667,0,747.7,98,1,48,-0.3,30.5473445914686,30.5473445914686
2192,50,"08:20:00","Tue",0,21.1,38.09,18.0333333333333,42.3266666666667,21.79,36.53,20.29,35.79,19.1,46.79,NA,66.4666666666667,19.7,35.53,21.5333333333333,41.03,19.5,39.5266666666667,3.53333333333333,758.166666666667,93.6666666666667,1,44,2.53333333333333,8.65628598257899,8.65628598257899
2193,120,"16:20:00","Wed",10,19.39,36.7,16.89,39.9,19.79,36.6266666666667,20.36,35.8633333333333,17.39,44,NA,38.8333333333333,17.9633333333333,31.5666666666667,20.29,38.7,17.5,36.79,6.56666666666667,745.333333333333,64.3333333333333,5.33333333333333,40,0.233333333333333,21.9831161084585,21.9831161084585
2194,60,"05:10:00","Sat",0,20.6,38.09,18.5,39.29,21,39.9,18.89,39.09,18.9755555555556,61.1722222222222,NA,88.16,19.2,34.57,22.28,45.7327777777778,18.5,42.56,1.26666666666667,739.733333333333,87.1666666666667,2.83333333333333,23.8333333333333,-0.7,47.5730142556131,47.5730142556131
2195,500,"18:50:00","Sat",20,21.4633333333333,NA,20.2,39.3633333333333,21.2,39.5225,19.6,39.43,18.255,50.9438888888889,NA,91.14,19.1,35.8633333333333,22.65,41.7127777777778,18,38.5,3.5,730.983333333333,96,5,61.5,2.9,47.8666166309267,47.8666166309267
2196,50,"03:10:00","Tue",10,20.8566666666667,NA,20.1,43.26,20.7,44.59,20.1666666666667,45.1266666666667,17.73,52.5,9.3675,99.9,17.72,42.29,18.5,48.735,17,48.53,9.05,764.433333333333,90.5,3.83333333333333,22.8333333333333,7.63333333333333,24.9470175825991,24.9470175825991
2197,40,"14:50:00","Wed",0,19.0333333333333,41.1266666666667,18.4266666666667,40.2,19.29,42.59,19.0333333333333,41.5,17.39,49.86,7.7,56.4,17.9266666666667,37.26,18,44.36,16.89,41.76,6.4,757.35,69.3333333333333,5.83333333333333,37.8333333333333,1.15,9.61047675227746,9.61047675227746
2198,70,"21:40:00","Wed",20,19.76,38.3266666666667,19.39,37.3633333333333,19.29,39.56,20.1933333333333,37.23,17.7294444444444,63.3811111111111,NA,97,16.1,31.89,20.0944444444444,41.2,15.9266666666667,41.3266666666667,0.3,761.5,89.3333333333333,2,61,-1.3,9.97595943044871,9.97595943044871
2199,40,"07:50:00","Wed",0,18.79,44.3633333333333,18.1,43.79,19.5,44,18.29,43.79,18.5,58.83,5.59,80.09,17.89,42.838125,18.5,51.0666666666667,17.1,48.7966666666667,5.01666666666667,754.233333333333,89.8333333333333,5.16666666666667,23.3333333333333,3.4,31.5710114198737,31.5710114198737
2200,20,"10:20:00","Sun",0,21.29,46.3333333333333,20.4633333333333,43.9,21.73,43.8266666666667,18.79,44.23,19.22,72.2188888888889,NA,86.1633333333333,18.7,39.3327777777778,21.1,50.7116666666667,19.2,47.5,7.2,744.8,83.3333333333333,6.33333333333333,36.3333333333333,4.6,22.7844444685616,22.7844444685616
2201,150,"11:00:00","Wed",0,20.79,42.23,20.1,40.2,21.6,40.9666666666667,19.79,40.29,18.9572222222222,49.8144444444444,5.83333333333333,93,19.5611111111111,39.23,21.6222222222222,46.345,19,41.8266666666667,5.3,741.2,90,5,40,3.7,49.8180902330205,49.8180902330205
2202,30,"23:00:00","Fri",0,22.5,45.56,21.89,43.2,22.5,45.29,20.3233333333333,47.9,18.71,55.95,NA,89.9333333333333,18.6,43.22,20.9694444444444,51.8911111111111,18.7,48.8633333333333,9,758.1,87,6,40,7,23.9337287377566,23.9337287377566
2203,50,"23:40:00","Sat",0,23,41.76,21.39,42.7,23,39.5,20.2,41.53,20.945,50.7,12.63,32.5966666666667,20.79,38.6266666666667,24.2,44.3633333333333,19.8566666666667,41.5266666666667,13.4,746.8,60.6666666666667,8,40,5.9,37.9575977567583,37.9575977567583
2204,100,"19:10:00","Sat",10,22.05,44.395,21.1,43.645,21.5,43.5666666666667,19.5,45.79,19.1944444444444,55.9055555555556,NA,71.8966666666667,18.775,40.065,20.8122222222222,46.5888888888889,18.79,45.6266666666667,10.25,745.983333333333,71,6.16666666666667,40,5.15,43.8971880241297,43.8971880241297
2205,60,"10:00:00","Sat",0,19.79,NA,18.6333333333333,39.4,20.29,37.2,20.29,36.6,18.2,49.796,2.73,57.0933333333333,18.79,36.416,19.79,44.26,17.89,39.03,3,751,71,6,24,-1.9,49.7794067719951,49.7794067719951
2206,30,"03:40:00","Mon",0,19.5,34,17.4633333333333,35.26,19.7,36,18.5,33.26,17.7,59.9633333333333,-0.1,62.7666666666667,20,34.09,20.79,42.7,18.2,41.09,0.5,761.1,80,4.33333333333333,40,-2.66666666666667,41.4996341452934,41.4996341452934
2207,40,"16:40:00","Mon",0,21,45.995,19.79,46.26,21.7,42.9333333333333,20.1,45.395,18.5,53.29,8.29333333333333,90.2633333333333,18.5,44.03,20.3566666666667,48.7233333333333,18.7,47.2,6.56666666666667,751.233333333333,97.3333333333333,5.66666666666667,54.6666666666667,6.2,1.67265789350495,1.67265789350495
2208,50,"01:50:00","Tue",0,21.7,35.79,18,40.79,21.79,35.29,20.6,34,19.7,40.8266666666667,0.1,46.9,20.89,27.1,22.23,39.23,19.4633333333333,38.1633333333333,0.366666666666667,766.55,82.1666666666667,2,57.6666666666667,-2.38333333333333,22.8748397552408,22.8748397552408
2209,110,"19:50:00","Fri",10,23.6,45.1333333333333,21.2,43.9333333333333,25.3233333333333,38.3633333333333,20.625,44.295,19.7,48.0666666666667,5.39666666666667,56.1666666666667,21.39,33.7233333333333,23.29,39.3633333333333,19.79,39.29,7.6,758.433333333333,70.6666666666667,1.16666666666667,40,2.6,26.4095236314461,26.4095236314461
2210,110,"16:20:00","Sun",10,22.1666666666667,43.63,21.6666666666667,42.1566666666667,21.39,44.1933333333333,19.5,45.7966666666667,17.72,52.3588888888889,NA,99.9,19.1916666666667,46.2383333333333,21,50.3388888888889,16.79,46.9,8.43333333333333,750.966666666667,97,7,27.6666666666667,8,45.7817422458902,45.7817422458902
2211,50,"00:50:00","Sat",0,22.2,36.59,19.39,39.425,21.79,36.3633333333333,20.1,34.79,18.39,46.7,5.62333333333333,61.09,19.7,31,22.39,42.06,19.6,38.4333333333333,5.38333333333333,762.583333333333,88,3.83333333333333,59.5,3.5,13.71644299943,13.71644299943
2212,100,"19:40:00","Mon",10,21.1,NA,19,38.9566666666667,21.6,35.9633333333333,18.1,34.9666666666667,17.39,47.1266666666667,0.35,77.69,18.5,32.8225,20.8233333333333,38.1633333333333,17.7,36.2,1.93333333333333,751.633333333333,92.6666666666667,1,32.6666666666667,0.866666666666667,39.1018220572732,39.1018220572732
2213,160,"13:20:00","Tue",0,21.39,43.9,19.89,43.6666666666667,21.2,40.9,22.23,39.5,18.6,50.09,8.19,88.9333333333333,19.2,36.6633333333333,20.5,42.79,18.5,40.616,6.53333333333333,756.5,80.3333333333333,4.33333333333333,30,3.4,45.6193750025705,45.6193750025705
2214,30,"06:10:00","Sat",0,20.39,38.2,18.3233333333333,39.5,21.1,40.1725,18.79,39.09,18.8344444444444,60.1422222222222,1.9,87.6233333333333,19.1,34.59,22.1111111111111,45.4333333333333,18.5333333333333,42.9,1.2,739.283333333333,87.8333333333333,2,23.1666666666667,-0.633333333333333,7.35286432318389,7.35286432318389
2215,50,"07:20:00","Tue",0,18.89,40.06,17.39,40.7,19.39,39.8633333333333,18.2,38.06,17.05,54.7494444444444,-5.075,86.64,17.4755555555556,33.8755555555556,19.285,44.9055555555556,16.79,41.56,-4.3,756.6,89.6666666666667,1,64,-5.76666666666667,35.2239410742186,35.2239410742186
2216,50,"04:50:00","Sun",0,18,42.7,17.29,42.26,18.3233333333333,43.59,15.69,46.4,15.39,51,NA,99.9,15.64,39.9444444444444,18.5,53.3083333333333,15.39,48.09,6.05,768.116666666667,91,4,26.1666666666667,4.66666666666667,13.8482030597515,13.8482030597515
2217,30,"06:10:00","Tue",0,22.1,38.4333333333333,19,43,23.1,38.2233333333333,20.23,38.53,19.9633333333333,46.29,NA,59.1666666666667,20.89,33.7,22.89,42.79,20.5666666666667,43.4,5.26666666666667,748.383333333333,85.8333333333333,7.16666666666667,40,3.05,24.6282407082617,24.6282407082617
2218,100,"18:20:00","Thu",0,22.1333333333333,NA,21.7,39.03,22.3233333333333,43.1266666666667,18.79,44.9666666666667,17.1,54,4.69,74.1333333333333,17.7,38.4,18.7,45.6633333333333,16.9266666666667,42.76,4.33333333333333,748.233333333333,76.3333333333333,6.33333333333333,40,0.5,2.07642144523561,2.07642144523561
2219,50,"04:10:00","Fri",0,22.89,39.4333333333333,21.89,39.1266666666667,21.29,43.59,18.39,43,18.3566666666667,54.5,2,95.19,18.5,42.76,19.29,49.29,17.29,47.7,2.75,750.883333333333,81.8333333333333,10,27.5,-0.15,2.75821432005614,2.75821432005614
2220,80,"18:20:00","Sun",30,21.0666666666667,40.7,19.39,40.3633333333333,20.7,41.53,19.2,39.53,17.79,48.9222222222222,3,91.3333333333333,19.2,36.13,22.1944444444444,43.4761111111111,17.7,38,2.93333333333333,741.9,92.3333333333333,3.66666666666667,49.3333333333333,1.83333333333333,16.1190172540955,16.1190172540955
2221,60,"18:10:00","Sun",10,21.2,44.5966666666667,20.625,41.7225,21.39,43.3266666666667,18.79,41.29,18.89,53.9,7.23,61.9966666666667,19.29,34.9166666666667,22.5166666666667,44.71,19.1,42.76,7.58333333333333,747.033333333333,66,8,40,1.58333333333333,25.0627219444141,25.0627219444141
2222,370,"01:10:00","Tue",20,21,45.4,20.39,44.2,20.1,45.59,21.2633333333333,47.4666666666667,19,50.09,4.93333333333333,91.16,17.79,45.56,19.29,52.5,16.89,46.2,5.11666666666667,737.633333333333,92,5.83333333333333,40,3.91666666666667,34.6365778241307,34.6365778241307
2223,60,"23:40:00","Thu",20,21.7,NA,20,39.3633333333333,21.3233333333333,38,21.89,37,19.39,44.5,2.7,79.9,19.2257142857143,35.4657142857143,21.4633333333333,40.09,17.89,37.23,2.06666666666667,757.233333333333,93.3333333333333,1,56.6666666666667,1.03333333333333,21.9485620735213,21.9485620735213
2224,70,"23:00:00","Mon",30,21.1,37.2,18.79,38.4666666666667,21.1,36.8725,21.5333333333333,34.9,18.5,74.1,0.0333333333333333,77.7266666666667,18.29,32.56,20.79,38.76,17.5,35.6266666666667,0.6,753.2,96,2,21,0,27.6908825151622,27.6908825151622
2225,380,"19:00:00","Thu",10,22.2,40.6933333333333,21.7,38.59,22.1,42.06,18.79,44.59,17.1,53.8266666666667,4.19,72.4633333333333,17.7,38.7666666666667,18.8233333333333,45.3266666666667,16.89,42.1633333333333,4,748.5,77,7,40,0.3,13.2124524796382,13.2124524796382
2226,40,"17:10:00","Tue",0,19.2,39.7,18,40.29,19,39.5675,18,37.26,16.39,54.9,NA,86.83,19.0722222222222,31.6888888888889,19.9938888888889,39.6572222222222,16.8566666666667,38.3333333333333,-0.75,757.45,75.5,1,21.6666666666667,-4.66666666666667,43.230891332496,43.230891332496
2227,50,"03:10:00","Mon",0,20.1666666666667,41.1633333333333,18.29,42.06,20.2,41.09,18.79,40.29,18.29,61.6572222222222,2.5,91.9,19.39,38.7611111111111,21.715,46.215,17.79,43.59,2.48333333333333,749.85,93,6,38.1666666666667,1.38333333333333,2.29412511689588,2.29412511689588
2228,70,"06:50:00","Mon",10,20.1333333333333,41.4,18.5,41,20.1,40.79,19.5,37.9,18.2,59.29,-5.37222222222222,86.6644444444444,19.6666666666667,38.09,20.6,46.845,17.6,41.7,-4.75,760.05,87.8333333333333,2.16666666666667,22,-6.48333333333333,37.8452040022239,37.8452040022239
2229,260,"09:40:00","Thu",20,19.5,35.7,17.7,36.23,19.6,36.6371428571429,18.29,34.5666666666667,17.7,44.2,1.76666666666667,72.7666666666667,17.79,28.1666666666667,20.29,36.1633333333333,17.7,37.0666666666667,0.9,755.166666666667,79.6666666666667,4,21.6666666666667,-2.2,37.5623516156338,37.5623516156338
2230,40,"00:10:00","Wed",0,21,40.09,19.39,41.7,20.6,38.4666666666667,19.6,39.4666666666667,19.2,49.0966666666667,8.3,86.9,18.5,35.79,20.8233333333333,46.9666666666667,17.89,40.53,8.5,750.083333333333,92.3333333333333,8.83333333333333,29.1666666666667,7.33333333333333,4.41195268649608,4.41195268649608
2231,40,"03:10:00","Sat",0,20.3566666666667,36.7,18.5,37.3266666666667,20.39,37.26,19.39,35.1633333333333,18.79,57.9,NA,65.5,18.7128571428571,35.4414285714286,20.29,44.8266666666667,17.7,40.03,1.63333333333333,750.083333333333,80.5,3,21.8333333333333,-1.46666666666667,17.4382285447791,17.4382285447791
2232,50,"07:10:00","Tue",10,19.9633333333333,NA,17.6666666666667,40,20.79,40.4,19.2,37.4,17.9633333333333,48.4,-4.15666666666667,80.43,18.6333333333333,32.6266666666667,20.79,42.1566666666667,17.9633333333333,41.59,-3.25,771.1,93.6666666666667,1,43.5,-4.1,38.117418193724,38.117418193724
2233,20,"05:50:00","Wed",0,18.89,44.29,18.2,44,19.9266666666667,45.09,18.5,44.2,17.2,52.79,NA,78.6333333333333,18,45.2409090909091,18.7,53.42,17.2,50.2,5.03333333333333,752.65,90,7.16666666666667,22.8333333333333,3.43333333333333,8.27269665896893,8.27269665896893
2234,80,"16:00:00","Sat",10,21.7,38.79,20.7,38.2,20.79,41.29,21.4666666666667,41.5,19.39,55.7966666666667,4.02666666666667,96.2633333333333,20.4633333333333,37.2233333333333,20.29,43.1566666666667,18.1,42.9,4.1,764.8,71,4,65,-0.8,21.9078698544763,21.9078698544763
2235,50,"01:50:00","Thu",0,20.79,43.7,20.29,41.29,20.9633333333333,42.2,19.6666666666667,43.8333333333333,19.39,67.7933333333333,3.73,92.59,20.1,41,22.8733333333333,49.6288888888889,18.89,43.9666666666667,3.98333333333333,747.95,97.1666666666667,3,28.1666666666667,3.51666666666667,2.8121909010224,2.8121909010224
2236,90,"11:10:00","Thu",0,21.3233333333333,39.23,19.2,42.09,22.29,37.59,20.39,39.1266666666667,20.5666666666667,64.6966666666667,NA,56.6633333333333,20.29,34.4666666666667,23.39,42,20.1,39.09,7.65,754.666666666667,83.8333333333333,4,30.8333333333333,5.11666666666667,8.75285991933197,8.75285991933197
2237,60,"01:20:00","Thu",0,20.7,35.59,18.7,37.29,19.79,37.09,18.39,35.5,18.7,41.4,-2,82.4333333333333,18.6,29.73,21.3233333333333,41.4666666666667,17.9266666666667,38.53,-0.366666666666667,755.366666666667,89.6666666666667,3.66666666666667,61.6666666666667,-1.86666666666667,24.2364271893166,24.2364271893166
2238,140,"17:20:00","Mon",0,23.7,NA,22.4266666666667,38.6933333333333,23.89,39.2666666666667,21.6,39.79,20.29,46.4633333333333,NA,25.4666666666667,22.1,31.6,23.34,35.365,20.5,41.4,9.03333333333333,743.333333333333,74,8.33333333333333,36.3333333333333,4.5,7.15851265704259,7.15851265704259
2239,70,"17:10:00","Wed",0,17.39,36.6266666666667,16.39,36.8266666666667,17.89,37.4666666666667,16.3233333333333,36.26,16.2,51.6022222222222,NA,96.9,16.2,31.0333333333333,20.2,42.0172222222222,15.6,35.59,0.266666666666667,760.366666666667,87.5,2,56.8333333333333,-1.55,24.9285842408426,24.9285842408426
2240,70,"23:40:00","Mon",20,22.29,36.2,19,40.09,22.3233333333333,35.59,21.1,34.9,19.9633333333333,43.2233333333333,NA,39.09,21.2,26.26,22.6,37.09,19.5,37.8633333333333,1.66666666666667,766.6,74.6666666666667,2.66666666666667,22,-2.43333333333333,30.7310335105285,30.7310335105285
2241,250,"11:10:00","Mon",10,19.6,40.79,18.8233333333333,38.1266666666667,20.86,39.6266666666667,18.89,37.1633333333333,17.7,52.6966666666667,NA,66.9933333333333,18.89,31.8644444444444,20.5833333333333,38.2144444444444,17.89,39.5,4,758.533333333333,68.8333333333333,5.83333333333333,40,-1.25,16.0560252261348,16.0560252261348
2242,220,"13:20:00","Mon",0,20.3566666666667,33.1566666666667,19.29,32.7,21.8566666666667,38.2233333333333,19.5,32,17.1,48.26,NA,30.5933333333333,20.8233333333333,26.79,21.29,33.1566666666667,18.2,39.4975,5.33333333333333,762.5,52,6.66666666666667,32,-3.83333333333333,2.95749674551189,2.95749674551189
2243,40,"14:40:00","Thu",10,22.76,NA,21.39,33.2,21.5333333333333,34.7,21.9266666666667,32.29,18.5,41.23,10.36,17.1333333333333,22.1,24.73,23.6,31.1666666666667,20,37.09,9.86666666666667,765.2,51.6666666666667,4.33333333333333,24.6666666666667,0.233333333333333,41.1585471592844,41.1585471592844
2244,100,"21:40:00","Sun",30,22.39,41.925,21.6666666666667,41.1633333333333,21.7,43,20.1966666666667,41.26,18.89,53.045,NA,68.09,18.9633333333333,35.06,22,41.1938888888889,18.89,41,7.46666666666667,745.866666666667,69.6666666666667,10.3333333333333,40,2.26666666666667,46.5349641279317,46.5349641279317
2245,40,"01:40:00","Wed",0,20.3233333333333,NA,17.3566666666667,40.5,20.2,38.06,19.1,35.345,17.9633333333333,47.2,NA,69.7666666666667,18.39,34.7233333333333,20.29,43.0266666666667,17.6,39.09,4.46666666666667,752.733333333333,72.6666666666667,5.33333333333333,40,0,16.3988542160951,16.3988542160951
2246,40,"10:00:00","Sat",10,19.4266666666667,41.53,17.9633333333333,43.03,20.456,38.59,17.5,40.6633333333333,17,46.59,NA,93.2266666666667,17.6,37.4333333333333,19.29,48.3975,17.6333333333333,43.29,8.3,754.3,97,6,56,7.9,18.760963017121,18.760963017121
2247,70,"17:00:00","Sun",0,22.79,40.895,21.2,36.3633333333333,22.6,35.5,20.4175,35.92,19,45.6633333333333,9.63,26.3233333333333,19.0666666666667,30,23.7,37.06,19.6,37.6633333333333,8.3,760.6,69,4,40,2.9,32.1405173279345,32.1405173279345
2248,100,"14:10:00","Mon",0,21.76,35.86,20.6666666666667,35.06,23.0666666666667,39.6566666666667,20.9266666666667,33.26,18.1,46.3633333333333,6.06333333333333,31.53,22.2675,26.365,22.1,31.39,19.6,38.09,5.71666666666667,767.733333333333,61.1666666666667,6.66666666666667,27.3333333333333,-1.26666666666667,8.26761024072766,8.26761024072766
2249,40,"00:10:00","Fri",10,20.39,36.9333333333333,19.6,36.59,19.5333333333333,40.09,17,38,17.6166666666667,43.6133333333333,-1.7,94.9,16.6666666666667,31.9633333333333,19.4572222222222,43.8233333333333,15.89,40.3266666666667,-0.05,765.1,88.1666666666667,3.83333333333333,61,-1.73333333333333,19.9411983718164,19.9411983718164
2250,40,"10:50:00","Tue",0,18.6,40.5,17.29,40.9,19.0666666666667,39.8633333333333,18,38.09,16.7,56.775,NA,85.5844444444444,17.3066666666667,33.59,18.74,42.28,16.5333333333333,38.59,-2.61666666666667,757.383333333333,82.6666666666667,1,63.6666666666667,-5.25,25.3746744361706,25.3746744361706
2251,20,"05:20:00","Wed",0,19.7,NA,16.6,41.2,20.5,38.03,18.5666666666667,35.2,17.6333333333333,47.03,NA,64.9333333333333,18.4266666666667,35.2666666666667,19.89,43.5,17.6,40.06,3.9,748.566666666667,71,6.66666666666667,40,-0.933333333333333,34.3885847949423,34.3885847949423
2252,50,"07:10:00","Sun",0,22.5,39.09,19.29,44.1633333333333,23.29,39.5,19.7,40.53,20,50.29,5.72666666666667,70.6566666666667,21.1,40.59,22.89,47.76,20,43.79,6.3,749.833333333333,93.1666666666667,6,40,5.26666666666667,44.4069585879333,44.4069585879333
2253,20,"08:10:00","Mon",0,20,41.4,18.29,41.59,20.0333333333333,40.8266666666667,19.29,38.3266666666667,18.1333333333333,58.7,-5.18555555555556,86.9988888888889,19.5,37.2,20.39,45.6333333333333,17.4266666666667,40.2666666666667,-4.43333333333333,759.766666666667,86.8333333333333,2,20.3333333333333,-6.35,13.1216096109711,13.1216096109711
2254,60,"10:40:00","Sat",10,21,NA,20.39,43.76,21.89,44.4,19.39,47.26,18.6,53.8694444444444,8.92666666666667,83.5933333333333,18.5,41.53,20.5,52.1816666666667,18.89,48.8266666666667,8.7,753.066666666667,83.3333333333333,6.33333333333333,40,5.96666666666667,39.984562760219,39.984562760219
2255,40,"07:40:00","Mon",10,19,NA,16.89,35.9666666666667,19.6,36.03,18.2,33.7,17.3233333333333,56.7,-0.666666666666667,76.93,19.6333333333333,34.6566666666667,20.3566666666667,41.56,18.1,40.4666666666667,-0.2,761.866666666667,91.3333333333333,4,22.6666666666667,-1.46666666666667,34.9338583531789,34.9338583531789
2256,50,"15:20:00","Mon",0,21.1,NA,19.89,46.59,21.79,42.79,20.2,45.4,18.5,53.5128571428571,10.69,90.3333333333333,18.5,44.29,20.5,48.79,18.79,47.4,9.16666666666667,750.833333333333,97.3333333333333,5.66666666666667,42.6666666666667,8.73333333333333,7.50987780047581,7.50987780047581
2257,60,"14:00:00","Fri",0,20.98625,38.80875,20.2,37.5642857142857,20.7128571428571,38.2,19.0857142857143,36.6842857142857,18,46.4,NA,82.8285714285714,18.4685714285714,33.3685714285714,20,39.5,18.39,38.7,5.8,738.8,89,4,40,4.1,10.2539777406491,10.2539777406491
2258,80,"12:00:00","Mon",0,19.4633333333333,33.2,18.9266666666667,31.46,20.5666666666667,33.9,19.23,32.1266666666667,17.1,49.9,NA,33.8333333333333,19.6333333333333,27.79,20.1,35,18.1666666666667,39.8266666666667,4.5,762.9,57,7,27,-3.4,14.2974441638216,14.2974441638216
2259,110,"21:10:00","Fri",10,21.5,37.245,19.29,39,21.6,36.9333333333333,20.3828571428571,37.7642857142857,18.1333333333333,45.4233333333333,1.83125,76.23125,18.7,31.1285714285714,21.8185714285714,38.6214285714286,18.3471428571429,37,2.2,740.05,93,2,22.3333333333333,1.1,43.8313940656371,43.8313940656371
2260,60,"01:50:00","Tue",30,20.5,38.5,17.89,41,20.9266666666667,37.06,21.1333333333333,36.29,18.26,44.7233333333333,NA,78.5,18.39,35.4666666666667,20.39,44.4,17.5,37.6175,0.683333333333333,754.25,98.8333333333333,1,49.1666666666667,0.466666666666667,32.2864868328907,32.2864868328907
2261,40,"01:20:00","Wed",10,20.79,NA,19.2,41.59,20.6,38.53,19.39,39.4,19,46.73,8.03333333333333,86.2633333333333,18.5,35.59,20.7,48.9333333333333,18,41.1633333333333,8.4,749.333333333333,85,8,40,6.03333333333333,20.0065760640427,20.0065760640427
2262,50,"06:40:00","Thu",0,20.0333333333333,42.53,19.5333333333333,40.8266666666667,21,41.7675,18.8233333333333,42.53,19,62.1794444444444,NA,89.8333333333333,20,41.22,22.0111111111111,50.21,18.89,45.6633333333333,1.7,748.733333333333,99,3.66666666666667,60,1.5,39.5410476368852,39.5410476368852
2263,60,"08:50:00","Sun",0,22.29,NA,19.29,43.6266666666667,23.2,39.2,19.7,40.2,20,49.76,6.16,71.2266666666667,21.1,41.03,22.79,47.2,20.2,43.9,6.3,750.583333333333,88.1666666666667,6.83333333333333,40,4.51666666666667,33.1614568945952,33.1614568945952
